_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,1436,drug_info,drug_info,1436,http://www.goodrx.com/nitrolingual,Nitrolingual,,(nitroglycerin),Nitrates,,1 bottle
,1437,drug_info,drug_info,1437,http://www.goodrx.com/alendronate,alendronate,,(Fosamax),Bisphosphonates,generic,1 dose pack
,1438,drug_info,drug_info,1438,http://www.goodrx.com/reclast,Reclast,,,Bisphosphonates,,1 bottle
,1439,drug_info,drug_info,1439,http://www.goodrx.com/fosamax,Fosamax,,(alendronate),Bisphosphonates,generic,1 dose pack
,1440,drug_info,drug_info,1440,http://www.goodrx.com/binosto,Binosto,,,Bisphosphonates,brand,1 dose pack
,1441,drug_info,drug_info,1441,http://www.goodrx.com/boniva,Boniva,,(ibandronate),Bisphosphonates,generic,1 dose pack
,1442,drug_info,drug_info,1442,http://www.goodrx.com/atelvia,Atelvia,,,Bisphosphonates,brand,1 dose pack
,1443,drug_info,drug_info,1443,http://www.goodrx.com/etidronate,etidronate,,(Didronel),Bisphosphonates,generic,30 tablets of etidronate 200mg
,1444,drug_info,drug_info,1444,http://www.goodrx.com/ibandronate,ibandronate,,(Boniva),Bisphosphonates,generic,1 dose pack
,1445,drug_info,drug_info,1445,http://www.goodrx.com/miacalcin,Miacalcin,,(calcitonin salmon),Calcitonins,,1 nasal spray
,1446,drug_info,drug_info,1446,http://www.goodrx.com/fortical,Fortical,,,Calcitonins,,1 nasal spray
,1447,drug_info,drug_info,1447,http://www.goodrx.com/elestrin,Elestrin,,,Estrogens,,1 gel pump
,1448,drug_info,drug_info,1448,http://www.goodrx.com/estropipate,estropipate,,(Ogen),Estrogens,generic,30 tablets of estropipate 0.75mg
,1449,drug_info,drug_info,1449,http://www.goodrx.com/estrasorb,Estrasorb,,,Estrogens,,1 carton
,1450,drug_info,drug_info,1450,http://www.goodrx.com/cenestin,Cenestin,,,Estrogens,brand,30 tablets of Cenestin 0.3mg
,1451,drug_info,drug_info,1451,http://www.goodrx.com/alora,Alora,,,Estrogens,,1 carton
,1452,drug_info,drug_info,1452,http://www.goodrx.com/vagifem,Vagifem,,,Estrogens,,8 tablets of Vagifem 10mcg
,1453,drug_info,drug_info,1453,http://www.goodrx.com/femtrace,Femtrace,,,Estrogens,brand,30 tablets of Femtrace 1.8mg
,1454,drug_info,drug_info,1454,http://www.goodrx.com/menostar,Menostar,,,Estrogens,,1 package
,1455,drug_info,drug_info,1455,http://www.goodrx.com/delestrogen,Delestrogen,,(estradiol valerate),Estrogens,,1 vial
,1456,drug_info,drug_info,1456,http://www.goodrx.com/estring,Estring,,,Estrogens,brand,1 ring of Estring 2mg
,1457,drug_info,drug_info,1457,http://www.goodrx.com/prolia,Prolia,,,RANKL Inhibitors,,1 syringe
,1458,drug_info,drug_info,1458,http://www.goodrx.com/forteo,Forteo,,(teriparatide),Parathyroid Hormones,,1 pen
,1459,drug_info,drug_info,1459,http://www.goodrx.com/keytruda,Keytruda,,(pembrolizumab),PD Inhibitors,brand,3 vials of Keytruda 50mg
,1460,drug_info,drug_info,1460,http://www.goodrx.com/opdivo,Opdivo,,(nivolumab),PD Inhibitors,brand,6 vials
,1461,drug_info,drug_info,1461,http://www.goodrx.com/sylatron,Sylatron,,,Interferon Alphas,,4 cartons
,1462,drug_info,drug_info,1462,http://www.goodrx.com/zelboraf,Zelboraf,,(vemurafenib),Kinase Inhibitors,brand,240 tablets of Zelboraf 240mg
,1463,drug_info,drug_info,1463,http://www.goodrx.com/proleukin,Proleukin,,(aldesleukin),Lymphocyte Growth Factors,brand,1 vial of Proleukin 1.3mg
,1464,drug_info,drug_info,1464,http://www.goodrx.com/yervoy,Yervoy,,(ipilimumab),CTLA-4 Antagonists,,1 vial 50mg/10ml of Yervoy
,1465,drug_info,drug_info,1465,http://www.goodrx.com/veregen,Veregen,,(sinecatechins),Immune Response Modifiers,,1 tube
,1466,drug_info,drug_info,1466,http://www.goodrx.com/podofilox,podofilox,,(Condylox),Podophyllotoxins,,1 bottle
,1467,drug_info,drug_info,1467,http://www.goodrx.com/zyclara,Zyclara,,,Immune Response Modifiers,,1 carton
,1468,drug_info,drug_info,1468,http://www.goodrx.com/fluoroplex,Fluoroplex,,,Nucleoside Metabolic Inhibitors,,1 tube
,1469,drug_info,drug_info,1469,http://www.goodrx.com/imiquimod,imiquimod,,(Aldara),Immune Response Modifiers,,12 packets 5% of imiquimod
,1470,drug_info,drug_info,1470,http://www.goodrx.com/picato,Picato,,(ingenol),Immune Response Modifiers,,1 carton
,1471,drug_info,drug_info,1471,http://www.goodrx.com/carac,Carac,,(fluorouracil),Nucleoside Metabolic Inhibitors,,1 tube
,1472,drug_info,drug_info,1472,http://www.goodrx.com/adrenaclick,Adrenaclick,,(epinephrine),Catecholamines,generic,1 package
,1473,drug_info,drug_info,1473,http://www.goodrx.com/cortone,,,(cortisone),Corticosteroids,generic,45 tablets of cortisone 25mg
,1474,drug_info,drug_info,1474,http://www.goodrx.com/xerese,Xerese,,(acyclovir and hydrocortisone),Herpes Virus Nucleoside Analogue / Corticosteroid Combinations,,1 tube
,1475,drug_info,drug_info,1475,http://www.goodrx.com/famciclovir,famciclovir,,(Famvir),Herpes Virus Nucleoside Analogues,generic,21 tablets of famciclovir 500mg
,1476,drug_info,drug_info,1476,http://www.goodrx.com/sitavig,Sitavig,,,Herpes Virus Nucleoside Analogues,brand,1 dose pack
,1477,drug_info,drug_info,1477,http://www.goodrx.com/procentra,Procentra,,,Central Nervous System Stimulants,,150 ml 5mg/5ml of Procentra oral solution
,1478,drug_info,drug_info,1478,http://www.goodrx.com/xyrem,Xyrem,,(sodium oxybate),Central Nervous System Depressants,,1 bottle
,1479,drug_info,drug_info,1479,http://www.goodrx.com/bromocriptine,bromocriptine,,(Parlodel),Ergot Derivatives,generic,30 tablets of bromocriptine 2.5mg
,1480,drug_info,drug_info,1480,http://www.goodrx.com/octreotide,octreotide,,(Sandostatin),Somatostatin Analogues,,90 ampules
,1481,drug_info,drug_info,1481,http://www.goodrx.com/razadyne,Razadyne,,(galantamine),Cholinesterase Inhibitors,generic,60 tablets of galantamine 8mg
,1482,drug_info,drug_info,1482,http://www.goodrx.com/gerimal,,,(ergoloid mesylates),Ergot Derivatives,generic,30 tablets of ergoloid mesylates 1mg
,1483,drug_info,drug_info,1483,http://www.goodrx.com/axona,Axona,,,Medical Foods,,1 carton
,1484,drug_info,drug_info,1484,http://www.goodrx.com/cesamet,Cesamet,,(nabilone),Cannabinoids,brand,60 capsules of Cesamet 1mg
,1485,drug_info,drug_info,1485,http://www.goodrx.com/ondansetron,ondansetron,,(Zofran),Serotonin Antagonists,generic,30 tablets of ondansetron 4mg
,1486,drug_info,drug_info,1486,http://www.goodrx.com/dronabinol,dronabinol,,(Marinol),Cannabinoids,generic,60 capsules of dronabinol 2.5mg
,1487,drug_info,drug_info,1487,http://www.goodrx.com/daliresp,Daliresp,,(roflumilast),PDE4 Inhibitors,,30 tablets of Daliresp 500mcg
,1488,drug_info,drug_info,1488,http://www.goodrx.com/eloxatin,Eloxatin,,(oxaliplatin),Platinum-based Drugs,generic,4 vials
,1489,drug_info,drug_info,1489,http://www.goodrx.com/adrucil,Adrucil,,(fluorouracil),Nucleoside Metabolic Inhibitors,,1 vial
,1490,drug_info,drug_info,1490,http://www.goodrx.com/erbitux,Erbitux,,(cetuximab),EGFR Inhibitors,,1 vial
,1491,drug_info,drug_info,1491,http://www.goodrx.com/zaltrap,Zaltrap,,(ziv-aflibercept),VEGF Antibodies,brand,2 vials
,1492,drug_info,drug_info,1492,http://www.goodrx.com/nexavar,Nexavar,,(sorafenib),Kinase Inhibitors,brand,120 tablets of Nexavar 200mg
,1493,drug_info,drug_info,1493,http://www.goodrx.com/inlyta,Inlyta,,(axitinib),Kinase Inhibitors,brand,60 tablets of Inlyta 5mg
,1494,drug_info,drug_info,1494,http://www.goodrx.com/torisel,Torisel,,(temsirolimus),Kinase Inhibitors,,1 kit
,1495,drug_info,drug_info,1495,http://www.goodrx.com/votrient,Votrient,,(pazopanib),Kinase Inhibitors,brand,120 tablets of Votrient 200mg
,1496,drug_info,drug_info,1496,http://www.goodrx.com/imdur,,,(isosorbide mononitrate ER),Nitrates,generic,30 tablets of isosorbide mononitrate ER 30mg
,1497,drug_info,drug_info,1497,http://www.goodrx.com/adalat,Procardia,,(nifedipine),Calcium Channel Blockers,generic,90 capsules of nifedipine 10mg
,1498,drug_info,drug_info,1498,http://www.goodrx.com/corgard,Corgard,,(nadolol),Beta Blockers,generic,30 tablets of nadolol 20mg
,1499,drug_info,drug_info,1499,http://www.goodrx.com/tiazac,Tiazac,,(diltzac diltiazem ER (Tiazac) taztia XT),Calcium Channel Blockers,generic,30 capsules of taztia XT 360mg
,1500,drug_info,drug_info,1500,http://www.goodrx.com/ranexa,Ranexa,,(ranolazine),Anti-anginals,brand,60 tablets of Ranexa 500mg
,1501,drug_info,drug_info,1501,http://www.goodrx.com/cardizem,Cardizem,,(diltiazem),Calcium Channel Blockers,generic,90 tablets of diltiazem 30mg
,1502,drug_info,drug_info,1502,http://www.goodrx.com/midamor,Midamor,,(amiloride),Potassium-Sparing Diuretics,generic,30 tablets of amiloride 5mg
,1503,drug_info,drug_info,1503,http://www.goodrx.com/lopreeza,lopreeza,estradiol / norethindrone,(Activella),Estrogen / Progestin Combinations,generic,1 package
,1504,drug_info,drug_info,1504,http://www.goodrx.com/mimvey,mimvey,estradiol / norethindrone,(Activella),Estrogen / Progestin Combinations,generic,1 package
,1505,drug_info,drug_info,1505,http://www.goodrx.com/femhrt,Femhrt,Jevantique,(jinteli),Estrogen / Progestin Combinations,,1 package
,1506,drug_info,drug_info,1506,http://www.goodrx.com/jinteli,jinteli,,(Jevantique Femhrt),Estrogen / Progestin Combinations,,1 package
,1507,drug_info,drug_info,1507,http://www.goodrx.com/letairis,Letairis,,(ambrisentan),Endothelin Antagonists,brand,30 tablets of Letairis 5mg
,1508,drug_info,drug_info,1508,http://www.goodrx.com/adcirca,Adcirca,,,PDE5 Inhibitors,brand,30 tablets of Adcirca 20mg
,1509,drug_info,drug_info,1509,http://www.goodrx.com/revatio,Revatio,,(sildenafil),PDE5 Inhibitors,generic,30 tablets of sildenafil 20mg
,1510,drug_info,drug_info,1510,http://www.goodrx.com/tyvaso,Tyvaso,,,Prostacyclines,brand,1 package
,1511,drug_info,drug_info,1511,http://www.goodrx.com/adempas,Adempas,,(riociguat),sGC Stimulators,brand,90 tablets of Adempas 2.5mg
,1512,drug_info,drug_info,1512,http://www.goodrx.com/flolan,Flolan,,(epoprostenol),Prostacyclines,generic,90 vials of epoprostenol 1.5mg
,1513,drug_info,drug_info,1513,http://www.goodrx.com/tracleer,Tracleer,,(bosentan),Endothelin Antagonists,brand,60 tablets of Tracleer 125mg
,1514,drug_info,drug_info,1514,http://www.goodrx.com/orenitram,Orenitram,,(treprostinil),Prostacyclines,brand,60 tablets of Orenitram 0.125mg
,1515,drug_info,drug_info,1515,http://www.goodrx.com/remodulin,Remodulin,,,Prostacyclines,,2 vials
,1516,drug_info,drug_info,1516,http://www.goodrx.com/ventavis,Ventavis,,(iloprost),Prostacyclines,,1 carton
,1517,drug_info,drug_info,1517,http://www.goodrx.com/opsumit,Opsumit,,(macitentan),Endothelin Antagonists,brand,30 tablets of Opsumit 10mg
,1518,drug_info,drug_info,1518,http://www.goodrx.com/clomipramine,clomipramine,,(Anafranil),Tricyclic Antidepressants,generic,60 capsules of clomipramine 50mg
,1519,drug_info,drug_info,1519,http://www.goodrx.com/hypercare,Hypercare,,,Antiperspirants,,1 applicator
,1520,drug_info,drug_info,1520,http://www.goodrx.com/veletri,Veletri,,,Prostacyclines,brand,90 vials of Veletri 1.5mg
,1521,drug_info,drug_info,1521,http://www.goodrx.com/drysol,Drysol,,,Antiperspirants,,1 bottle
,1522,drug_info,drug_info,1522,http://www.goodrx.com/pentasa,Pentasa,,,Aminosalicylates,brand,240 capsules of Pentasa 500mg
,1523,drug_info,drug_info,1523,http://www.goodrx.com/balsalazide,balsalazide,,(Colazal),Aminosalicylates,generic,270 capsules of balsalazide 750mg
,1524,drug_info,drug_info,1524,http://www.goodrx.com/dipentum,Dipentum,,(olsalazine),Aminosalicylates,brand,120 capsules of Dipentum 250mg
,1525,drug_info,drug_info,1525,http://www.goodrx.com/delzicol,Delzicol,,,Aminosalicylates,brand,180 capsules of Delzicol 400mg
,1526,drug_info,drug_info,1526,http://www.goodrx.com/sulfasalazine,sulfasalazine,,(Azulfidine),Aminosalicylates,generic,120 tablets of sulfasalazine 500mg
,1527,drug_info,drug_info,1527,http://www.goodrx.com/rowasa,Rowasa,,(mesalamine),Aminosalicylates,generic,1 carton
,1528,drug_info,drug_info,1528,http://www.goodrx.com/colazal,Colazal,,(balsalazide),Aminosalicylates,generic,270 capsules of balsalazide 750mg
,1529,drug_info,drug_info,1529,http://www.goodrx.com/apriso,Apriso,,,Aminosalicylates,,120 capsules of Apriso 0.375g
,1530,drug_info,drug_info,1530,http://www.goodrx.com/canasa,Canasa,,,Aminosalicylates,brand,30 suppositories of Canasa 1000mg
,1531,drug_info,drug_info,1531,http://www.goodrx.com/giazo,Giazo,,,Aminosalicylates,,90 tablets of Giazo 1.1g
,1532,drug_info,drug_info,1532,http://www.goodrx.com/asacol,,,,,brand,30 tablets of Asacol 400mg
,1533,drug_info,drug_info,1533,http://www.goodrx.com/azulfidine,Azulfidine,,(sulfasalazine),Aminosalicylates,generic,120 tablets of sulfasalazine 500mg
,1534,drug_info,drug_info,1534,http://www.goodrx.com/mesalamine,mesalamine,,(Rowasa),Aminosalicylates,generic,1 carton
,1535,drug_info,drug_info,1535,http://www.goodrx.com/lialda,Lialda,,,Aminosalicylates,,120 tablets of Lialda 1.2g
,1536,drug_info,drug_info,1536,http://www.goodrx.com/prandin,Prandin,,(repaglinide),Glinides,generic,90 tablets of repaglinide 2mg
,1537,drug_info,drug_info,1537,http://www.goodrx.com/repaglinide,repaglinide,,(Prandin),Glinides,generic,90 tablets of repaglinide 2mg
,1538,drug_info,drug_info,1538,http://www.goodrx.com/nateglinide,nateglinide,,(Starlix),Glinides,generic,90 tablets of nateglinide 120mg
,1539,drug_info,drug_info,1539,http://www.goodrx.com/starlix,Starlix,,(nateglinide),Glinides,generic,90 tablets of nateglinide 120mg
,1540,drug_info,drug_info,1540,http://www.goodrx.com/freshkote,Freshkote,,,Demulcents,,
,1541,drug_info,drug_info,1541,http://www.goodrx.com/lacrisert,Lacrisert,,(hydroxypropyl cellulose),Demulcents,brand,1 package
,1542,drug_info,drug_info,1542,http://www.goodrx.com/albenza,Albenza,,(albendazole),Anthelminthics,brand,2 tablets of Albenza 200mg
,1543,drug_info,drug_info,1543,http://www.goodrx.com/lipofen,Lipofen,,(fenofibrate),Fibrates,generic,30 capsules of fenofibrate 150mg
,1544,drug_info,drug_info,1544,http://www.goodrx.com/biltricide,Biltricide,,,Anthelminthics,brand,1 dose pack
,1545,drug_info,drug_info,1545,http://www.goodrx.com/fibricor,Fibricor,,(fenofibric acid),Fibrates,generic,30 tablets of fenofibric acid 105mg
,1546,drug_info,drug_info,1546,http://www.goodrx.com/triglide,Triglide,,,Fibrates,brand,30 tablets of Triglide 160mg
,1547,drug_info,drug_info,1547,http://www.goodrx.com/tricor,Tricor,,(fenofibrate),Fibrates,generic,30 tablets of fenofibrate 145mg
,1548,drug_info,drug_info,1548,http://www.goodrx.com/fenoglide,Fenoglide,,,Fibrates,brand,30 tablets of Fenoglide 120mg
,1549,drug_info,drug_info,1549,http://www.goodrx.com/tersi,Tersi,,,Antiseborrheics,,1 can
,1550,drug_info,drug_info,1550,http://www.goodrx.com/promiseb,Promiseb,,,Antiseborrheics,,1 tube of Promiseb 30g cream
,1551,drug_info,drug_info,1551,http://www.goodrx.com/selrx,Selrx,,,Antiseborrheics,,1 bottle
,1552,drug_info,drug_info,1552,http://www.goodrx.com/avandia,Avandia,,(rosiglitazone),Glitazones,brand,30 tablets of Avandia 2mg
,1553,drug_info,drug_info,1553,http://www.goodrx.com/epoprostenol,epoprostenol,,(Flolan),Prostacyclines,generic,90 vials of epoprostenol 1.5mg
,1554,drug_info,drug_info,1554,http://www.goodrx.com/zinecard,Zinecard,,(dexrazoxane),Chemoprotectants,generic,1 vial of dexrazoxane 500mg
,1555,drug_info,drug_info,1555,http://www.goodrx.com/dexrazoxane,dexrazoxane,,(Zinecard),Chemoprotectants,generic,1 vial of dexrazoxane 500mg
,1556,drug_info,drug_info,1556,http://www.goodrx.com/mesnex,Mesnex,,(mesna),Chemoprotectants,generic,3 vials
,1557,drug_info,drug_info,1557,http://www.goodrx.com/mesna,mesna,,(Mesnex),Chemoprotectants,generic,3 vials
,1558,drug_info,drug_info,1558,http://www.goodrx.com/peridex,Peridex,Periogard,(chlorhexidine),Antiseptics,,1 bottle
,1559,drug_info,drug_info,1559,http://www.goodrx.com/periogard,Periogard,Peridex,(chlorhexidine),Antiseptics,,1 bottle
,1560,drug_info,drug_info,1560,http://www.goodrx.com/chlorhexidine,chlorhexidine,,(Peridex Periogard),Antiseptics,,1 bottle
,1561,drug_info,drug_info,1561,http://www.goodrx.com/phentermine,phentermine,,(Adipex-P),Sympathomimetics,generic,30 tablets of phentermine 37.5mg
,1562,drug_info,drug_info,1562,http://www.goodrx.com/phendimetrazine,phendimetrazine,,(Bontril Pdm),Sympathomimetics,generic,42 tablets of phendimetrazine 35mg
,1563,drug_info,drug_info,1563,http://www.goodrx.com/qsymia,Qsymia,,(phentermine and topiramate),Sympathomimetic / Anti-epileptic Combinations,brand,30 capsules of Qsymia 7.5mg/46mg
,1564,drug_info,drug_info,1564,http://www.goodrx.com/hibiclens,Hibiclens,,,Antiseptics,,
,1565,drug_info,drug_info,1565,http://www.goodrx.com/belviq,Belviq,,(lorcaserin),Central Nervous System Stimulants,brand,60 tablets of Belviq 10mg
,1566,drug_info,drug_info,1566,http://www.goodrx.com/suprenza,Suprenza,,,Sympathomimetics,brand,30 orally disintegrating tabs of Suprenza 30mg
,1567,drug_info,drug_info,1567,http://www.goodrx.com/regimex,Regimex,,,Sympathomimetics,brand,30 tablets of Regimex 25mg
,1568,drug_info,drug_info,1568,http://www.goodrx.com/didrex,Didrex,,(benzphetamine),Sympathomimetics,generic,90 tablets of benzphetamine 50mg
,1569,drug_info,drug_info,1569,http://www.goodrx.com/benzphetamine,benzphetamine,,(Didrex),Sympathomimetics,generic,90 tablets of benzphetamine 50mg
,1570,drug_info,drug_info,1570,http://www.goodrx.com/tamoxifen,tamoxifen,,(Nolvadex),Estrogen Agonist/Antagonists,generic,30 tablets of tamoxifen 20mg
,1571,drug_info,drug_info,1571,http://www.goodrx.com/exemestane,exemestane,,(Aromasin),Aromatase Inhibitors,generic,30 tablets of exemestane 25mg
,1572,drug_info,drug_info,1572,http://www.goodrx.com/fluorouracil,fluorouracil,,(Efudex Carac Adrucil),Nucleoside Metabolic Inhibitors,,1 bottle
,1573,drug_info,drug_info,1573,http://www.goodrx.com/zortress,Zortress,,,Kinase Inhibitors,brand,60 tablets of Zortress 0.5mg
,1574,drug_info,drug_info,1574,http://www.goodrx.com/anastrozole,anastrozole,,(Arimidex),Aromatase Inhibitors,generic,30 tablets of anastrozole 1mg
,1575,drug_info,drug_info,1575,http://www.goodrx.com/letrozole,letrozole,,(Femara),Aromatase Inhibitors,generic,30 tablets of letrozole 2.5mg
,1576,drug_info,drug_info,1576,http://www.goodrx.com/capecitabine,capecitabine,,(Xeloda),Nucleoside Metabolic Inhibitors,generic,84 tablets of capecitabine 500mg
,1577,drug_info,drug_info,1577,http://www.goodrx.com/ocuflox,Ocuflox,,(ofloxacin),Quinolone Antibiotics,,1 eye dropper
,1578,drug_info,drug_info,1578,http://www.goodrx.com/keflex,Keflex,,(cephalexin),Cephalosporin Antibiotics,generic,40 capsules of cephalexin 500mg
,1579,drug_info,drug_info,1579,http://www.goodrx.com/mycifradin,,,(neomycin),Aminoglycoside Antibiotics,generic,6 tablets of neomycin 500mg
,1580,drug_info,drug_info,1580,http://www.goodrx.com/levofloxacin,levofloxacin,,(Levaquin Quixin),Quinolone Antibiotics,generic,10 tablets of levofloxacin 500mg
,1581,drug_info,drug_info,1581,http://www.goodrx.com/gentak,gentak,gentamicin,(Garamycin),Aminoglycoside Antibiotics,,1 eye dropper
,1582,drug_info,drug_info,1582,http://www.goodrx.com/gentamicin,gentamicin,gentak,(Garamycin Gentafair),Aminoglycoside Antibiotics,,1 eye dropper
,1583,drug_info,drug_info,1583,http://www.goodrx.com/reprexain,Reprexain,Ibudone,(xylon hydrocodone / ibuprofen),Opioid / NSAID Combinations,generic,60 tablets of hydrocodone / ibuprofen 5mg/200mg
,1584,drug_info,drug_info,1584,http://www.goodrx.com/xylon,xylon,hydrocodone / ibuprofen,(Ibudone Reprexain),Opioid / NSAID Combinations,generic,30 tablets of xylon 10mg/200mg
,1585,drug_info,drug_info,1585,http://www.goodrx.com/naltrexone,naltrexone,,(Revia),Opioid Antagonists,generic,30 tablets of naltrexone 50mg
,1586,drug_info,drug_info,1586,http://www.goodrx.com/lomotil,Lomotil,Lonox,(diphenoxylate / atropine),Anticholinergic / Antidiarrheal Combinations,generic,120 tablets of diphenoxylate / atropine 2.5mg/0.025mg
,1587,drug_info,drug_info,1587,http://www.goodrx.com/dificid,Dificid,,(fidaxomicin),Macrolide Antibiotics,brand,20 tablets of Dificid 200mg
